#node	identifier	domain_summary_url	annotation	other_names_and_aliases
SPRED3	9606.ENSP00000345405	Sprouty-related, EVH1 domain-containing protein 3; Tyrosine kinase substrate that inhibits growth-factor- mediated activation of MAP kinase.	https://smart.embl.de/smart/DDvec.cgi?smart=410:Pfam_WH1(1|110)+Pfam_Sprouty(294|402)+	399473,ABC54711.1,ABC54712.1,AC005789,CCDS42560,CCDS42560.1,CH471126,DQ323927,DQ323928,EAW56789.1,ENSG00000188766,ENSP00000345405,ENSP00000380086,ENSP00000465713,ENSP00000465934,ENSP00000466568,ENSP00000467532,ENSP00000467540,ENST00000338502,ENST00000338502.8,ENST00000396877,ENST00000586301,ENST00000586301.5,ENST00000586958,ENST00000586958.1,ENST00000587013,ENST00000587013.5,ENST00000587564,ENST00000587564.2,ENST00000587947,ENST00000587947.5,ENST00000590962,ENST00000590962.1,EVE-3,Eve-3,HGNC:31041,HPA071521,K7EKP4,K7EPT9,K7EPU5,NM_001042522,NM_001042522.2,NP_001035987,NP_001035987.1,NR_073032,NR_073032.1,NX_Q2MJR0,OMIM:609293,OTTHUMG00000182082,Q2MJR0,Q2MJR1,R-HSA-1280215,R-HSA-162582,R-HSA-168256,R-HSA-5658442,R-HSA-5673001,R-HSA-5683057,R-HSA-5684996,R-HSA-9607240,SPRE3_HUMAN,SPRED3,SPRED3-201,SPRED3-202,SPRED3-203,SPRED3-204,SPRED3-205,SPRED3-206,SPRED3-207,Spred-3,Sprouty related EVH1 domain containing 3,Sprouty-related, EVH1 domain-containing protein,UPI00001972F2,UPI000040BCE3,UPI0002840CE1,UPI0002840CE3,URS0000EAC162,XM_006723219,XM_006723219.3,XM_011526978,XM_011526978.2,XP_006723282,XP_006723282.1,XP_011525280,XP_011525280.1,hsa:399473,spred-3,sprouty related EVH1 domain containing 3,uc002oim.5
SPTSSB	9606.ENSP00000352097	Serine palmitoyltransferase small subunit B; Stimulates the activity of serine palmitoyltransferase (SPT). The composition of the serine palmitoyltransferase (SPT) complex determines the substrate preference, complexes with this subunit showing a clear preference for longer acyl-CoAs. The SPTLC1-SPTLC2- SPTSSB complex shows a strong preference for C18-CoA substrate, while the SPTLC1-SPTLC3-SPTSSB isozyme displays an ability to use a broader range of acyl-CoAs, without apparent preference. May play a role in signal transduction.	https://smart.embl.de/smart/DDvec.cgi?smart=76:Pfam_SPT_ssu-like(7|60)+	165679,AAH65208.1,AAH71875.1,AAI07757.1,AAI26237.1,AAM49720.1,AC112491,ADMP,AF458592,AK123348,AK312144,B2R5D3,BAC85589.1,BAG35080.1,BC065208,BC071875,BC107756,BC126236,C3orf57,CCDS33887,CCDS33887.1,CH471052,D3DNM8,EAW78616.1,EAW78617.1,ENSG00000196542,ENSP00000352097,ENSP00000420115,ENSP00000480827,ENSP00000483928,ENST00000359175,ENST00000359175.8,ENST00000497137,ENST00000497137.1,ENST00000497374,ENST00000497374.1,ENST00000617024,ENST00000617024.1,ENST00000620149,ENST00000620149.1,HGNC:24045,HPA047712,NM_001040100,NM_001040100.1,NM_001320679,NM_001320679.1,NM_145035,NP_001035189,NP_001035189.1,NP_001307608,NP_001307608.1,NX_Q8NFR3,OMIM:610412,OTTHUMG00000159073,Protein ADMP,Q0P5S6,Q6ZWB5,Q8NFR3,R-HSA-1430728,R-HSA-1660661,R-HSA-428157,R-HSA-556833,SPTSB_HUMAN,SPTSSB,SPTSSB-201,SPTSSB-202,SPTSSB-203,SPTSSB-204,SPTSSB-205,SSSPTB,Serine palmitoyltransferase small subunit B,Small subunit of serine palmitoyltransferase B,UPI000006E72B,UPI00001C08D7,URS00008B979A,URS0000EA0835,XM_017005793,XM_017005793.2,XM_017005794,XM_017005794.2,XM_024453379,XM_024453379.1,XM_024453380,XM_024453380.1,XP_016861282,XP_016861282.1,XP_016861283,XP_016861283.1,XP_024309147,XP_024309147.1,XP_024309148,XP_024309148.1,androgen down regulated in mouse prostate,chromosome 3 open reading frame 57,hsa:165679,serine palmitoyltransferase small subunit B,serine palmitoyltransferase, small subunit B,small subunit of serine palmitoyltransferase B,ssSPTb,uc003fee.4
STAT4	9606.ENSP00000351255	Signal transducer and activator of transcription 4; Carries out a dual function: signal transduction and activation of transcription. Involved in IL12 signaling.	https://smart.embl.de/smart/DDvec.cgi?smart=748:STAT_int(2|122)+Pfam_STAT_alpha(140|314)+Pfam_STAT_bind(316|562)+SH2(571|681)+	6775,A0A2R8Y693,AAB05605.1,AAH31212.1,AAL12164.1,AC067945,AC079777,AF423072,BC031212,C9JFG0,C9JM11,CAB013108,CCDS2310,CCDS2310.1,E9PBE2,E9PG69,ENSG00000138378,ENSP00000260949,ENSP00000315059,ENSP00000315116,ENSP00000351255,ENSP00000376134,ENSP00000386288,ENSP00000403238,ENSP00000406350,ENSP00000412397,ENSP00000414322,ENSP00000416348,ENSP00000434841,ENSP00000495153,ENST00000260949,ENST00000317849,ENST00000317862,ENST00000358470,ENST00000358470.8,ENST00000392320,ENST00000392320.6,ENST00000409995,ENST00000409995.5,ENST00000413064,ENST00000413064.5,ENST00000432798,ENST00000432798.1,ENST00000447143,ENST00000450994,ENST00000450994.1,ENST00000452644,ENST00000463951,ENST00000463951.1,ENST00000470708,ENST00000470708.1,ENST00000495326,ENST00000495326.1,ENST00000495849,ENST00000495849.5,ENST00000526249,ENST00000647167,ENST00000647167.1,HGNC:11365,HPA001860,L78440,NM_001243835,NM_001243835.1,NM_001243835.2,NM_003151,NM_003151.3,NM_003151.4,NP_001230764,NP_001230764.1,NP_003142,NP_003142.1,NX_Q14765,OMIM:600558,OTTHUMG00000132700,Q14765,Q96NZ6,R-HSA-1280215,R-HSA-168256,R-HSA-447115,R-HSA-449147,R-HSA-451927,R-HSA-8854691,R-HSA-8950505,R-HSA-8984722,R-HSA-9020591,R-HSA-9020933,R-HSA-9020958,SLEB11,STAT4,STAT4-201,STAT4-202,STAT4-203,STAT4-204,STAT4-205,STAT4-206,STAT4-207,STAT4-208,STAT4-209,STAT4-210,STAT4-211,STAT4_HUMAN,UPI00000015F2,UPI000020929A,UPI0001881889,UPI000188188A,UPI000188188B,UPI000D18D1CF,URS0000E91275,URS0000E96C94,XM_006712719,XM_006712719.3,XM_011511705,XM_011511705.2,XM_017004784,XM_017004784.2,XP_006712782,XP_006712782.1,XP_011510007,XP_011510007.1,XP_016860273,XP_016860273.1,hsa:6775,uc002usm.3,uc002usn.3
SUCNR1	9606.ENSP00000355156	Succinate receptor 1; Receptor for succinate.	https://smart.embl.de/smart/DDvec.cgi?smart=334:Pfam_7tm_1(40|295)+	56670,A8K305,AAH30948.3,AAK29080.1,AAL95690.1,ABY87909.1,AC068647,AF247785,AF348078,AK290420,BAF83109.1,BC030948,CAB022745,CCDS3162,CCDS3162.1,CH471052,CHEMBL2150838,EAW78789.1,ENSG00000198829,ENSP00000355156,ENST00000362032,ENST00000362032.6,EU432110,G protein-coupled receptor 91,G-protein coupled receptor 91,GPR91,HGNC:4542,NM_033050,NM_033050.5,NM_033050.6,NP_149039,NP_149039.2,NX_Q9BXA5,OMIM:606381,OTTHUMG00000159880,P2Y purinoceptor 1-like,Q8TDQ8,Q9BXA5,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-388396,R-HSA-418594,R-HSA-500792,SUCNR1,SUCNR1-201,SUCR1_HUMAN,Succinate receptor 1,UPI0000072507,hsa:56670,succinate receptor 1,uc003ezf.3
TFCP2L1	9606.ENSP00000263707	Transcription factor CP2-like protein 1; Transcription factor that facilitates establishment and maintenance of pluripotency in embryonic stem cells (ESCs). With KLF2, acts as the major effector of self-renewal that mediates induction of pluripotency downstream of LIF/STAT3 and Wnt/beta-catenin signaling (By similarity). Required for normal duct development in the salivary gland and kidney (By similarity). Coordinates the development of the kidney collecting ducts intercalated (IC) and principal (PC) cells, which regulate acid- base and salt-water homeostasis, respectively (By similari [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=479:Pfam_CP2(25|240)+	29842,AAF32275.1,AAH64698.1,AAX88871.1,AC013399,AC079988,AF198488,BC064698,CCDS2134,CCDS2134.1,CP2-related transcriptional repressor 1,CRTR-1,CRTR1,ENSG00000115112,ENSP00000263707,ENSP00000325893,ENSP00000442916,ENST00000263707,ENST00000263707.5,ENST00000325153,ENST00000464621,ENST00000464621.1,ENST00000537910,HGNC:17925,HPA029708,LBP-9,LBP9,NM_014553,NM_014553.2,NM_014553.3,NP_055368,NP_055368.1,NX_Q9NZI6,OMIM:609785,OTTHUMG00000131443,Q4ZG43,Q9NZI6,TF2L1_HUMAN,TFCP2L1,TFCP2L1-201,TFCP2L1-202,Transcription factor CP2 and related proteins,Transcription factor CP2 like 1,Transcription factor CP2-like protein 1,Transcription factor LBP-9,UPI0000072817,XM_017003902,XM_017003902.1,XM_017003903,XM_017003903.1,XP_016859391,XP_016859391.1,XP_016859392,XP_016859392.1,hsa:29842,transcription factor CP2 like 1,transcription factor CP2-like 1,uc002tmx.4
TLDC2	9606.ENSP00000217320	TLD domain-containing protein 2; TBC/LysM-associated domain containing 2; Belongs to the OXR1 family.	https://smart.embl.de/smart/DDvec.cgi?smart=215:TLDc(53|215)+	140711,A0PJX2,A2A2J3,AAI27689.1,AAI30647.1,AAI30649.1,AK123544,AL079335,B3KVU8,BAG53910.1,BC127688,BC130646,BC130648,C20orf118,CCDS33465,CCDS33465.1,ENSG00000101342,ENSP00000217320,ENSP00000394804,ENSP00000473323,ENST00000217320,ENST00000217320.7,ENST00000436941,ENST00000436941.1,ENST00000602922,ENST00000602922.5,HGNC:16112,HPA047468,NM_001304783,NM_001304783.1,NM_080628,NM_080628.2,NM_080628.3,NP_001291712,NP_001291712.1,NP_542195,NP_542195.1,NX_A0PJX2,OTTHUMG00000032400,TBC/LysM-associated domain containing 2,TBC/LysM-associated domain-containing protein 2,TLD domain containing 2,TLD domain-containing protein 2,TLDC2,TLDC2-201,TLDC2-202,TLDC2-203,TLDC2_HUMAN,UPI000049DF51,UPI0000E5A31A,XM_017027672,XM_017027672.1,XM_017027673,XM_017027673.1,XM_017027674,XM_017027674.1,XP_016883161,XP_016883161.1,XP_016883162,XP_016883162.1,XP_016883163,XP_016883163.1,chromosome 20 open reading frame 118,dJ132F21.2,hsa:140711,hypothetical protein LOC140711,uc002xgg.2
TNFRSF6B	9606.ENSP00000359013	Tumor necrosis factor receptor superfamily member 6B; Decoy receptor that can neutralize the cytotoxic ligands TNFS14/LIGHT, TNFSF15 and TNFSF6/FASL. Protects against apoptosis.	https://smart.embl.de/smart/DDvec.cgi?smart=300:SIGNAL(1|29)+TNFR(32|70)+TNFR(73|113)+TNFR(115|150)+TNFR(153|193)+	3K51,3MHD,3MI8,4J6G,4KGG,4KGQ,4MSV,5L36,8771,AAD03056.1,AAD29688.1,AAF33685.1,AAF33686.1,AAF35244.1,AAH17065.1,AAH34349.1,AAQ88646.1,AF104419,AF134240,AF217793,AF217794,AF217796,AL121845,AY358279,BC017065,BC034349,CCDS13532,CCDS13532.1,DCR3,DJ583P15.1.1,DcR3,Decoy receptor 3,Decoy receptor for Fas ligand,ENSG00000243509,ENSP00000342328,ENSP00000359013,ENSP00000359023,ENST00000342852,ENST00000369996,ENST00000369996.2,ENST00000370006,HGNC:11921,HPA047154,M68,M68E,NM_003823,NM_003823.3,NM_003823.4,NP_003814,NP_003814.1,NX_O95407,O95407,OMIM:603361,OTTHUMG00000143724,R-HSA-1280215,R-HSA-168256,R-HSA-5668541,R-HSA-5669034,TNF receptor superfamily member 6b,TNF6B_HUMAN,TNFRSF6B,TNFRSF6B-201,TR6,UNQ186/PRO212,UPI0000032CAD,hsa:8771,uc002yfz.4
TRPA1	9606.ENSP00000262209	Transient receptor potential cation channel subfamily A member 1; Receptor-activated non-selective cation channel involved in pain detection and possibly also in cold perception, oxygen concentration perception, cough, itch, and inner ear function. Shows 8-fold preference for divalent over monovalent cations. Has a central role in the pain response to endogenous inflammatory mediators and to a diverse array of irritants, such as allylthiocyanate (AITC) from mustard oil or wasabi, cinnamaldehyde, diallyl disulfide (DADS) from garlic, and acrolein, an irritant from tears gas and vehicule [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=1119:ANK(97|126)+ANK(130|160)+ANK(164|193)+ANK(197|226)+ANK(238|267)+ANK(271|301)+ANK(308|337)+ANK(341|370)+ANK(412|441)+ANK(445|474)+ANK(481|510)+ANK(513|542)+ANK(547|576)+ANK(579|608)+Pfam_Ion_trans(721|972)+	3J9P,6HC8,8989,A6NIN6,AC016057,AC022867,ANKTM1,CAA71610.1,CCDS34908,CCDS34908.1,CHEMBL6007,ENSG00000104321,ENSP00000262209,ENSP00000373958,ENSP00000373959,ENSP00000428151,ENST00000262209,ENST00000262209.4,ENST00000389307,ENST00000389308,ENST00000519720,ENST00000519720.5,ENST00000520596,ENST00000520596.2,ENST00000520788,ENST00000520788.1,ENST00000522271,ENST00000522271.1,ENST00000523582,ENST00000523582.5,FEPS,FEPS1,H0YAW0,HGNC:497,NM_007332,NM_007332.2,NM_007332.3,NP_015628,NP_015628.2,NX_O75762,O75762,OMIM:604775,OTTHUMG00000164516,R-HSA-2672351,R-HSA-3295583,R-HSA-382551,R-HSA-983712,TRPA1,TRPA1-201,TRPA1-202,TRPA1-203,TRPA1-204,TRPA1-205,TRPA1-206,TRPA1_HUMAN,Transformation-sensitive protein p120,UPI000021081A,UPI0001E8F324,URS00008BEA78,URS00008C1B43,URS00008C25B9,URS00008C33AC,Wasabi receptor,XM_011517624,XM_011517624.2,XM_011517625,XM_011517625.2,XM_017013946,XM_017013946.1,XP_011515926,XP_011515926.1,XP_011515927,XP_011515927.1,XP_016869435,XP_016869435.1,Y10601,ankyrin-like with transmembrane domains 1,hsa:8989,uc003xza.4
TSHR	9606.ENSP00000441235	Thyrotropin receptor; Receptor for the thyroid-stimulating hormone (TSH) or thyrotropin. Also acts as a receptor for the heterodimeric glycoprotein hormone (GPHA2:GPHB5) or thyrostimulin. The activity of this receptor is mediated by G proteins which activate adenylate cyclase. Plays a central role in controlling thyroid cell metabolism (By similarity); Belongs to the G-protein coupled receptor 1 family. FSH/LSH/TSH subfamily.	https://smart.embl.de/smart/DDvec.cgi?smart=764:SIGNAL(1|21)+Pfam_LRR_5(53|143)+Pfam_LRR_5(151|239)+Pfam_7tm_1(431|678)+	1XUM,2XWT,3G04,7253,A0A0A0MTJ0,A0A1B0GUJ5,A0A2R8Y709,A0PJU7,AAI20973.1,AC007262,AC010072,AC010582,AL136040,AY429111,BC120972,CAB000473,CCDS32131,CCDS32131.1,CCDS55935,CCDS55935.1,CCDS9872,CCDS9872.1,CHNG1,ENSG00000165409,ENSP00000298171,ENSP00000325139,ENSP00000340113,ENSP00000345617,ENSP00000410839,ENSP00000441235,ENSP00000450549,ENSP00000451092,ENSP00000451202,ENSP00000490136,ENSP00000495625,ENST00000298171,ENST00000298171.6,ENST00000315718,ENST00000342443,ENST00000342443.10,ENST00000343669,ENST00000412429,ENST00000541158,ENST00000541158.6,ENST00000553763,ENST00000553763.1,ENST00000554263,ENST00000554263.5,ENST00000554435,ENST00000554435.1,ENST00000555326,ENST00000555326.5,ENST00000556031,ENST00000556031.1,ENST00000557096,ENST00000557096.1,ENST00000636454,ENST00000636454.1,ENST00000637447,ENST00000637447.1,ENST00000642209,ENST00000642209.1,F5GYU5,G3V2A9,G3V381,HGNC:12373,LGR3,LRG_523,LRG_523t1,NM_000369,NM_000369.2,NM_000369.3,NM_001018036,NM_001018036.2,NM_001018036.3,NM_001142626,NM_001142626.2,NM_001142626.3,NP_000360,NP_000360.2,NP_001018046,NP_001018046.1,NP_001136098,NP_001136098.1,NX_P16473,OMIM:603372,OTTHUMG00000171429,P16473,Q0VAP8,Q16503,Q8TB90,Q96GT6,Q9P1V4,Q9ULA3,Q9UPH3,R-HSA-162582,R-HSA-372790,R-HSA-373076,R-HSA-375281,R-HSA-388396,R-HSA-418555,R-HSA-500792,TSH-R,TSHR,TSHR-201,TSHR-202,TSHR-203,TSHR-204,TSHR-205,TSHR-206,TSHR-207,TSHR-208,TSHR-209,TSHR-210,TSHR-211,TSHR-212,TSHR_HUMAN,Thyroid stimulating hormone receptor,Thyroid-stimulating hormone receptor,Thyrotropin receptor,UPI000006E162,UPI000013E4A2,UPI0000DBDD6F,UPI00018830B9,UPI00021CF30D,UPI0007E52A86,UPI000D19548F,URS00008B8476,URS00008C3313,URS00008C3408,XM_005268037,XM_005268037.4,XM_005268039,XM_005268039.1,XM_006720245,XM_006720245.1,XM_011537119,XM_011537119.2,XP_005268094,XP_005268094.1,XP_005268096,XP_005268096.1,XP_006720308,XP_006720308.1,XP_011535421,XP_011535421.1,hTSHR-I,hsa:7253,thyroid stimulating hormone receptor,uc001xvc.4,uc059dxz.1
TUBB3	9606.ENSP00000320295	Tubulin beta-3 chain; Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain. TUBB3 plays a critical role in proper axon guidance and mantainance. Binding of NTN1/Netrin-1 to its receptor UNC5C might cause dissociation of UNC5C from polymerized TUBB3 in microtubules and thereby lead to increased microtubule dynamics and axon repulsion. Plays a role in dorsal root ganglion axon projection towards the spinal cord.	https://smart.embl.de/smart/DDvec.cgi?smart=450:Tubulin(47|244)+Tubulin_C(246|383)+	10381,5IJ0,5IJ9,5JCO,6E7B,6S8L,A8K854,AAC52035.1,AAH00748.1,AAH03021.2,AAL28094.1,AC092143,AF427491,AK122757,AK292219,BAF84908.1,BAG53710.1,BC000748,BC003021,CCDS10988,CCDS10988.1,CCDS56012,CCDS56012.1,CDCBM,CDCBM1,CFEOM3,CFEOM3A,CH471184,CHEMBL2597,EAW66670.1,EAW66671.1,EAW66672.1,EAW66673.1,EAW66674.1,ENSG00000258947,ENSP00000302777,ENSP00000320295,ENSP00000450538,ENSP00000450765,ENSP00000450822,ENSP00000451276,ENSP00000451378,ENSP00000451465,ENSP00000451560,ENSP00000451617,ENSP00000451760,ENSP00000451985,ENSP00000452001,ENSP00000452166,ENSP00000452381,ENSP00000452554,ENSP00000485859,ENST00000304984,ENST00000315491,ENST00000315491.11,ENST00000553656,ENST00000553656.5,ENST00000553967,ENST00000553967.1,ENST00000554116,ENST00000554116.5,ENST00000554336,ENST00000554336.5,ENST00000554444,ENST00000554444.5,ENST00000554927,ENST00000554927.1,ENST00000555399,ENST00000555427,ENST00000555576,ENST00000555576.5,ENST00000555609,ENST00000555609.5,ENST00000555810,ENST00000555810.5,ENST00000556536,ENST00000556536.5,ENST00000556565,ENST00000556565.5,ENST00000556922,ENST00000557262,ENST00000557262.5,ENST00000557490,ENST00000557490.5,ENST00000625617,ENST00000625617.2,FEOM3,G3V2A3,G3V2N6,G3V2R8,G3V3J6,G3V3R4,G3V3W7,G3V4U2,G3V542,G3V5W4,HGNC:20772,HPA043640,HPA046280,NM_001197181,NM_001197181.1,NM_001197181.2,NM_006086,NM_006086.3,NM_006086.4,NP_001184110,NP_001184110.1,NP_006077,NP_006077.2,NX_Q13509,OMIM:602661,OTTHUMG00000138985,Q13509,Q9BTZ0,Q9BW10,R-HSA-109582,R-HSA-112314,R-HSA-112315,R-HSA-112316,R-HSA-1266738,R-HSA-1280218,R-HSA-1445148,R-HSA-157858,R-HSA-162582,R-HSA-1640170,R-HSA-168256,R-HSA-1852241,R-HSA-190828,R-HSA-190840,R-HSA-190861,R-HSA-190872,R-HSA-194315,R-HSA-195258,R-HSA-199977,R-HSA-199991,R-HSA-2132295,R-HSA-2262752,R-HSA-2467813,R-HSA-2500257,R-HSA-2555396,R-HSA-3371497,R-HSA-373760,R-HSA-380320,R-HSA-389957,R-HSA-389958,R-HSA-389960,R-HSA-389977,R-HSA-390466,R-HSA-391251,R-HSA-392499,R-HSA-422475,R-HSA-437239,R-HSA-438064,R-HSA-442755,R-HSA-446203,R-HSA-453274,R-HSA-5358351,R-HSA-5610787,R-HSA-5617833,R-HSA-5620924,R-HSA-5626467,R-HSA-5653656,R-HSA-5663220,R-HSA-597592,R-HSA-6807878,R-HSA-6811434,R-HSA-6811436,R-HSA-6811442,R-HSA-68877,R-HSA-68882,R-HSA-68886,R-HSA-69275,R-HSA-69278,R-HSA-8852276,R-HSA-8856688,R-HSA-8953897,R-HSA-8955332,R-HSA-948021,R-HSA-9609736,R-HSA-9619483,R-HSA-983189,R-HSA-983231,TBB3_HUMAN,TUBB3,TUBB3-201,TUBB3-202,TUBB3-203,TUBB3-204,TUBB3-205,TUBB3-206,TUBB3-207,TUBB3-208,TUBB3-209,TUBB3-210,TUBB3-211,TUBB3-212,TUBB3-213,TUBB3-214,TUBB3-215,TUBB4,Tubulin beta,Tubulin beta 3 class III,Tubulin beta-3 chain,Tubulin beta-4 chain,Tubulin beta-III,U47634,UPI00001369F9,UPI000036A99E,UPI000059D3F7,UPI0000EE7DCB,UPI0000EE7DCC,UPI0000EE7DCD,UPI00021CEFA6,UPI00021CEFA7,UPI00021CEFA8,UPI00021CEFA9,UPI00021CEFAA,beta-4,class III beta-tubulin,fibrosis of extraocular muscles, congenital, 3,hsa:10381,tubulin beta 3 class III,tubulin, beta 3,uc002fph.2
VGF	9606.ENSP00000249330	Neuroendocrine regulatory peptide-1; [Neurosecretory protein VGF]: Secreted polyprotein that is packaged and proteolytically processed by prohormone convertases PCSK1 and PCSK2 in a cell-type-specific manner (By similarity). VGF and peptides derived from its processing play many roles in neurogenesis and neuroplasticity associated with learning, memory, depression and chronic pain (By similarity). [Neuroendocrine regulatory peptide-2]: Plays a role in the control of body fluid homeostasis by regulating vasopressin release. Activates GABAergic interneurons which are inhibitory neurons o [...] 	https://smart.embl.de/smart/DDvec.cgi?smart=615:SIGNAL(1|22)+	7425,AAD45830.1,AAH44212.1,AAH63835.1,AC004876,Antimicrobial peptide VGF[554-577],BC044212,BC063835,CAA73210.1,CCDS5712,CCDS5712.1,CH471197,EAW50201.1,ENSG00000128564,ENSP00000249330,ENSP00000400884,ENSP00000406116,ENSP00000480817,ENST00000249330,ENST00000249330.2,ENST00000445482,ENST00000445482.2,ENST00000448792,ENST00000611537,ENST00000611537.1,HGNC:12684,HPA055177,HPA072505,NERP-1,NERP-2,NM_003378,NM_003378.3,NM_003378.4,NP_003369,NP_003369.2,NX_O15240,Neuroendocrine regulatory peptide-1,Neuroendocrine regulatory peptide-2,Neurosecretory protein VGF,O15240,OMIM:602186,OTTHUMG00000157109,Q05BJ3,Q9UDW8,R-HSA-381426,R-HSA-392499,R-HSA-597592,R-HSA-8957275,SCG7,SgVII,UPI000006FC7B,UPI0000E57486,VGF,VGF nerve growth factor inducible,VGF-201,VGF-202,VGF-203,VGF-derived peptide TLQP-21,VGF-derived peptide TLQP-62,VGF_HUMAN,XM_005250561,XM_005250561.4,XM_005250561.5,XM_011516549,XM_011516549.2,XM_011516549.3,XM_017012579.1,XP_005250618,XP_005250618.1,XP_011514851,XP_011514851.1,XP_016868068.1,Y12661,hsa:7425,neuro-endocrine specific protein VGF,uc003uxx.5
VSNL1	9606.ENSP00000384719	Visinin-like protein 1; Regulates (in vitro) the inhibition of rhodopsin phosphorylation in a calcium-dependent manner; Belongs to the recoverin family.	https://smart.embl.de/smart/DDvec.cgi?smart=191:EFh(64|92)+EFh(100|128)+EFh(150|178)+	7447,AAA91295.1,AAD02174.1,AAH22012.1,AB001104,AC079839,AC097377,AF039555,BAA86891.1,BC022012,CCDS1689,CCDS1689.1,CH471053,D6W515,E7ER47,E9PE24,EAX00870.1,EAX00871.1,EAX00872.1,EAX00875.1,ENSG00000163032,ENSP00000295156,ENSP00000370714,ENSP00000384014,ENSP00000384719,ENSP00000390124,ENSP00000405511,ENST00000295156,ENST00000295156.8,ENST00000381313,ENST00000404666,ENST00000404666.6,ENST00000406397,ENST00000406397.1,ENST00000451533,ENST00000451533.5,ENST00000457525,ENST00000457525.5,ENST00000483921,ENST00000483921.1,HGNC:12722,HLP3,HPA053808,HPCAL3,HUVISL1,Hippocalcin-like protein 3,NM_001366803,NM_001366803.1,NM_001366804,NM_001366804.1,NM_001366805,NM_001366805.1,NM_001366806,NM_001366806.1,NM_003385,NM_003385.4,NM_003385.5,NP_001353732,NP_001353732.1,NP_001353733,NP_001353733.1,NP_001353734,NP_001353734.1,NP_001353735,NP_001353735.1,NP_003376,NP_003376.2,NX_P62760,OMIM:600817,OTTHUMG00000090645,P28677,P29103,P42323,P62760,Q9UM20,U14747,UPI0000001467,UPI000173A401,UPI000173A402,URS00008C0D07,VILIP,VILIP-1,VISL1,VISL1_HUMAN,VLP-1,VSNL1,VSNL1-201,VSNL1-202,VSNL1-203,VSNL1-204,VSNL1-205,VSNL1-206,Visinin like 1,Visinin-like protein 1,hippocalcin-like protein 3,hsa:7447,uc002rcm.4,uc061gwj.1,visinin like 1
WNT1	9606.ENSP00000293549	Proto-oncogene Wnt-1; Ligand for members of the frizzled family of seven transmembrane receptors (Probable). Acts in the canonical Wnt signaling pathway by promoting beta-catenin-dependent transcriptional activation. In some developmental processes, is also a ligand for the coreceptor RYK, thus triggering Wnt signaling (By similarity). Plays an essential role in the development of the embryonic brain and central nervous system (CNS) (By similarity). Has a role in osteoblast function, bone development and bone homeostasis.	https://smart.embl.de/smart/DDvec.cgi?smart=370:SIGNAL(1|27)+WNT1(60|370)+	7471,A0A087WXR9,AAH74798.1,AAH74799.1,AAV38236.1,AC073610,BC074798,BC074799,BMND16,BT019429,CAA26874.1,CCDS8776,CCDS8776.1,CH471111,EAW58030.1,ENSG00000125084,ENSP00000293549,ENSP00000369779,ENSP00000411837,ENSP00000481240,ENST00000293549,ENST00000380414,ENST00000442672,ENST00000613114,ENST00000613114.4,HGNC:12774,INT1,NM_005430,NM_005430.3,NM_005430.4,NP_005421,NP_005421.1,NX_P04628,OI15,OMIM:164820,OTTHUMG00000170403,P04628,Proto-oncogene Int-1 homolog,Proto-oncogene Wnt-1,Q5U0N2,R-HSA-1266738,R-HSA-162582,R-HSA-195721,R-HSA-201681,R-HSA-3238698,R-HSA-372790,R-HSA-373080,R-HSA-381340,R-HSA-3858494,R-HSA-4086400,R-HSA-4641262,R-HSA-500792,UPI0000051043,UPI00015DFED2,WNT1,WNT1-201,WNT1-202,WNT1_HUMAN,Wnt family member 1,X03072,hsa:7471,uc001rsu.4
